"Swalot" "Feraligatr" "Ludicolo"
"Clamperl" "Magnezone" "Wailord"
"Shinx" "Darmanitan" "Leafeon"
"Giratina" "Murkrow" "Empoleon"
"Larvitar" "Absol" "Shieldon"
"Shuppet" "Garchomp" "Conkeldurr"
"Swanna" "Dewott" "Wingull"
"Magmar" "Larvesta" "Blastoise"
"Empoleon" "Buizel" "Cinccino"
"Lilligant" "Tentacruel" "Happiny"
"Charizard" "Barboach" "Poliwrath"
"Crobat" "Finneon" "Weezing"
"Finneon" "Lilligant" "Wurmple"
"Hoppip" "Roselia" "Snorunt"
"Cradily" "Teddiursa" "Makuhita"
"Relicanth" "Nidorino" "Shiftry"
"Reuniclus" "Lopunny" "Meditite"
"Mantyke" "Lillipup" "Feebas"
"Tyranitar" "Articuno" "Dugtrio"
"Rattata" "Excadrill" "Corsola"
"Yanma" "Grimer" "Grimer"
"Onix" "Tranquill" "Porygon-Z"
"Bidoof" "Shelmet" "Grumpig"
"Palkia" "Swadloon" "Gothita"
"Reshiram" "Staryu" "Throh"
"Flygon" "Tepig" "Lotad"
"Machamp" "Abra" "Cubone"
"Gallade" "Finneon" "Dodrio"
"Granbull" "Klinklang" "Regice"
"Girafarig" "Spheal" "Empoleon"
"Vulpix" "Garchomp" "Vibrava"
"Chingling" "Minccino" "Jumpluff"
"Frillish" "Murkrow" "Donphan"
"Herdier" "Parasect" "Woobat"
"Rampardos" "Weezing" "Mienfoo"
"Registeel" "Aron" "Slowbro"
"Clefairy" "Gloom" "Patrat"
"Cinccino" "Volcarona" "Feraligatr"
"Combusken" "Jirachi" "Swalot"
"Chimecho" "Tentacruel" "Weepinbell"
"Meloetta" "Illumise" "Marill"
"Abra" "Bellossom" "Rotom"
"Mienfoo" "Grimer" "Garchomp"
"Bayleef" "Ponyta" "Relicanth"
"Wynaut" "Beartic" "Tentacruel"
"Barboach" "Metang" "Beautifly"
"Aggron" "Qwilfish" "Volcarona"
"Ninjask" "Chinchou" "Seadra"
"Jigglypuff" "Bidoof" "Garchomp"
"Gorebyss" "Hypno" "Golem"
"Cofagrigus" "Lucario" "Spoink"
"Eelektrik" "Duosion" "Keldeo"
"Liepard" "Whismur" "Bayleef"
"Mime Jr." "Haunter" "Lickitung"
"Electabuzz" "Banette" "Bronzong"
"Crawdaunt" "Bronzor" "Phanpy"
"Leavanny" "Cherubi" "Cascoon"
"Chingling" "Wigglytuff" "Samurott"
"Zapdos" "Hydreigon" "Beedrill"
"Mankey" "Flareon" "Registeel"
"Trapinch" "Noctowl" "Roselia"
"Simipour" "Chinchou" "Feraligatr"
"Charmeleon" "Lotad" "Elgyem"
"Misdreavus" "Happiny" "Gliscor"
"Vanilluxe" "Frillish" "Pawniard"
"Krabby" "Shroomish" "Spinda"
"Shinx" "Krokorok" "Unfezant"
"Bayleef" "Mismagius" "Sunkern"
"Yamask" "Torterra" "Blaziken"
"Slowpoke" "Registeel" "Pidgeot"
"Floatzel" "Ponyta" "Emboar"
"Vullaby" "Cloyster" "Loudred"
"Ducklett" "Poochyena" "Mightyena"
"Skorupi" "Burmy" "Poliwhirl"
"Nidorina" "Spearow" "Lucario"
"Wailord" "Bellossom" "Glaceon"
"Gothorita" "Klinklang" "Dusclops"
"Gurdurr" "Moltres" "Ferrothorn"
"Lugia" "Shroomish" "Foongus"
"Gloom" "Axew" "Spoink"
"Manectric" "Carracosta" "Medicham"
"Raichu" "Ledian" "Krokorok"
"Skuntank" "Meloetta" "Tepig"
"Darkrai" "Crawdaunt" "Porygon-Z"
"Blissey" "Golbat" "Sawsbuck"
"Skitty" "Archeops" "Ninjask"
"Lucario" "Scrafty" "Audino"
"Snorlax" "Dragonite" "Ferrothorn"
"Heatmor" "Stoutland" "Virizion"
"Arbok" "Zubat" "Slugma"
"Larvesta" "Charmander" "Bellossom"
"Shedinja" "Azurill" "Conkeldurr"
"Pidove" "Meloetta" "Pelipper"
"Politoed" "Seismitoad" "Onix"
"Sandslash" "Misdreavus" "Feraligatr"
"Kricketot" "Mawile" "Wormadam"
"Servine" "Pidove" "Crustle"
"Pidove" "Karrablast" "Castform"
"Mantyke" "Milotic" "Treecko"
"Togetic" "Diglett" "Staravia"
"Seel" "Wurmple" "Pignite"
"Dragonair" "Koffing" "Mantine"
"Taillow" "Turtwig" "Gothita"
"Politoed" "Skitty" "Serperior"
"Pidove" "Glameow" "Klinklang"
"Torchic" "Clamperl" "Delibird"
"Exeggutor" "Tentacruel" "Gible"
"Surskit" "Gastrodon" "Articuno"
"Hippowdon" "Sunflora" "Electivire"
"Arcanine" "Castform" "Rayquaza"
"Mew" "Riolu" "Bronzor"
"Luxray" "Drifblim" "Sunflora"
"Zangoose" "Venonat" "Lombre"
"Gastly" "Victreebel" "Probopass"
"Jumpluff" "Machoke" "Azurill"
"Machop" "Sudowoodo" "Gurdurr"
"Finneon" "Chikorita" "Mankey"
"Gastly" "Chimchar" "Rotom"
"Magnemite" "Magneton" "Absol"
"Tangrowth" "Pawniard" "Sudowoodo"
"Joltik" "Happiny" "Roggenrola"
"Relicanth" "Lugia" "Yanmega"
"Meltan" "Swadloon" "Stunfisk"
"Sealeo" "Duskull" "Girafarig"
"Machop" "Armaldo" "Zorua"
"Omastar" "Piloswine" "Amoonguss"
"Swadloon" "Tangrowth" "Yamask"
"Emboar" "Dugtrio" "Giratina"
"Charmeleon" "Surskit" "Hitmonlee"
"Deino" "Clefable" "Abra"
"Genesect" "Oshawott" "Porygon"
"Primeape" "Krabby" "Ninetales"
"Entei" "Tepig" "Golem"
"Cyndaquil" "Darkrai" "Sneasel"
"Igglybuff" "Aipom" "Torterra"
"Zweilous" "Scolipede" "Jirachi"
"Krookodile" "Bastiodon" "Magnemite"
"Eelektross" "Jumpluff" "Chatot"
"Ho-Oh" "Bronzong" "Numel"
"Chansey" "Octillery" "Glameow"
"Druddigon" "Gothitelle" "Toxicroak"
"Blissey" "Walrein" "Nidorina"
"Alomomola" "Marill" "Ivysaur"
"Wingull" "Gothita" "Snover"
"Marill" "Glameow" "Piloswine"
"Wartortle" "Chandelure" "Garchomp"
"Sneasel" "Scolipede" "Pidgeotto"
"Rhyperior" "Suicune" "Croconaw"
"Medicham" "Meltan" "Shellder"
"Serperior" "Kecleon" "Barboach"
"Seadra" "Luxio" "Furret"
"Gligar" "Azumarill" "Garbodor"
"Haunter" "Zweilous" "Latias"
"Raichu" "Gloom" "Eevee"
"Charizard" "Hydreigon" "Alakazam"
"Maractus" "Dwebble" "Barboach"
"Koffing" "Poliwhirl" "Vullaby"
"Ninjask" "Sudowoodo" "Klink"
"Nidoqueen" "Woobat" "Luxray"
"Kirlia" "Audino" "Elgyem"
"Alomomola" "Druddigon" "Skarmory"
"Zubat" "Wormadam" "Pelipper"
"Donphan" "Ludicolo" "Rhyhorn"
"Seedot" "Klang" "Bayleef"
"Monferno" "Ampharos" "Graveler"
"Unfezant" "Exeggutor" "Roserade"
"Magmortar" "Sunflora" "Hoppip"
"Koffing" "Relicanth" "Hitmontop"
"Registeel" "Buizel" "Wigglytuff"
"Gurdurr" "Swalot" "Sableye"
"Kabutops" "Tangrowth" "Grotle"
"Relicanth" "Shinx" "Glaceon"
"Sentret" "Marill" "Seismitoad"
"Mawile" "Budew" "Ferroseed"
"Electabuzz" "Persian" "Samurott"
"Burmy" "Eelektross" "Sandshrew"
"Servine" "Wailmer" "Luxray"
"Emboar" "Swalot" "Farfetch'd"
"Probopass" "Poliwag" "Whirlipede"
"Pidgey" "Natu" "Leafeon"
"Froslass" "Sandile" "Metang"
"Archen" "Sandslash" "Fraxure"
"Mudkip" "Nuzleaf" "Carnivine"
"Spiritomb" "Hariyama" "Donphan"
"Munna" "Machop" "Aerodactyl"
"Exploud" "Jigglypuff" "Ditto"
"Weavile" "Illumise" "Abomasnow"
"Mightyena" "Ho-Oh" "Golurk"
"Vileplume" "Charmeleon" "Weezing"
"Roserade" "Scrafty" "Poliwhirl"
"Growlithe" "Grotle" "Claydol"
"Riolu" "Kyogre" "Noctowl"
"Blissey" "Electrike" "Dialga"
"Typhlosion" "Charizard" "Absol"
"Machop" "Mawile" "Escavalier"
"Pikachu" "Shroomish" "Grumpig"
"Yanmega" "Absol" "Excadrill"
"Galvantula" "Sewaddle" "Wormadam"
"Carnivine" "Bidoof" "Lampent"
"Lampent" "Pelipper" "Gardevoir"
"Pinsir" "Woobat" "Suicune"
"Audino" "Gurdurr" "Heatmor"
"Houndour" "Chimecho" "Leafeon"
"Sawsbuck" "Cottonee" "Yanma"
"Smoochum" "Togepi" "Spinarak"
"Sandshrew" "Aipom" "Vaporeon"
"Quagsire" "Fraxure" "Regirock"
"Cofagrigus" "Ludicolo" "Girafarig"
"Bonsly" "Deerling" "Smeargle"
"Kyogre" "Meganium" "Riolu"
"Landorus" "Girafarig" "Psyduck"
"Sigilyph" "Pinsir" "Venipede"
"Kyurem" "Zubat" "Pignite"
"Conkeldurr" "Ninjask" "Swablu"
"Glalie" "Corphish" "Cherubi"
"Murkrow" "Sawk" "Yamask"
"Beautifly" "Uxie" "Joltik"
"Quagsire" "Bellossom" "Moltres"
"Diglett" "Rotom" "Snubbull"
"Drilbur" "Unfezant" "Dugtrio"
"Dewott" "Mareep" "Cranidos"
"Walrein" "Stunky" "Krokorok"
"Milotic" "Mr. Mime" "Krokorok"
"Scrafty" "Foongus" "Remoraid"
"Lickilicky" "Archeops" "Spinarak"
"Magnemite" "Plusle" "Feraligatr"
"Lilligant" "Piplup" "Castform"
"Voltorb" "Girafarig" "Machoke"
"Ninjask" "Charmander" "Snorunt"
"Victini" "Venomoth" "Drifloon"
"Wooper" "Metagross" "Delcatty"
"Darumaka" "Regigigas" "Bellossom"
"Seaking" "Ponyta" "Glameow"
"Basculin" "Beedrill" "Tepig"
"Terrakion" "Riolu" "Beedrill"
"Gloom" "Probopass" "Farfetch'd"
"Muk" "Vigoroth" "Jirachi"
"Cubone" "Wynaut" "Swadloon"
"Wynaut" "Solosis" "Honchkrow"
"Foongus" "Rampardos" "Makuhita"
"Luxray" "Scrafty" "Gurdurr"
"Aggron" "Altaria" "Hypno"
"Wurmple" "Unown" "Toxicroak"
"Anorith" "Scyther" "Koffing"
"Whismur" "Ludicolo" "Totodile"
"Zekrom" "Castform" "Golem"
"Salamence" "Regice" "Sunkern"
"Mienfoo" "Mienfoo" "Scrafty"
"Vulpix" "Dustox" "Tentacruel"
"Spiritomb" "Venusaur" "Meltan"
"Ledyba" "Clamperl" "Bouffalant"
"Larvesta" "Toxicroak" "Latios"
"Timburr" "Gothita" "Thundurus"
"Rayquaza" "Lanturn" "Dragonite"
"Arceus" "Huntail" "Cacturne"
"Ledian" "Anorith" "Scrafty"
"Smeargle" "Deoxys" "Mismagius"
"Sunflora" "Golurk" "Quilava"
"Dunsparce" "Thundurus" "Mawile"
"Solosis" "Crustle" "Whimsicott"
"Sudowoodo" "Flareon" "Donphan"
"Combusken" "Starly" "Gothita"
"Bellossom" "Gothitelle" "Elgyem"
"Minun" "Darkrai" "Mienshao"
"Baltoy" "Zorua" "Tynamo"
"Fearow" "Glaceon" "Lopunny"
"Breloom" "Politoed" "Heatmor"
"Rattata" "Makuhita" "Gorebyss"
"Deoxys" "Steelix" "Noctowl"
"Beheeyem" "Whiscash" "Dratini"
"Snorunt" "Cherubi" "Mienfoo"
"Yanma" "Mareep" "Togekiss"
"Thundurus" "Magikarp" "Flaaffy"
"Lopunny" "Teddiursa" "Cubone"
"Gastrodon" "Nidoking" "Tepig"
"Gloom" "Ducklett" "Vaporeon"
"Manectric" "Vanilluxe" "Chimchar"
"Charmeleon" "Slowpoke" "Maractus"
"Deino" "Wobbuffet" "Ludicolo"
"Uxie" "Cryogonal" "Mareep"
"Sewaddle" "Archen" "Golem"
"Quagsire" "Eelektross" "Girafarig"
"Steelix" "Entei" "Hypno"
"Carnivine" "Bellossom" "Aerodactyl"
"Raticate" "Skorupi" "Sandile"
"Lotad" "Pidgeotto" "Ho-Oh"
"Seel" "Clamperl" "Corphish"
"Stoutland" "Mothim" "Cascoon"
"Shelmet" "Voltorb" "Raikou"
"Krabby" "Staraptor" "Octillery"
"Altaria" "Gible" "Scyther"
"Magcargo" "Sawk" "Foongus"
"Bellossom" "Roggenrola" "Deino"
"Tangela" "Gible" "Smoochum"
"Sandslash" "Ambipom" "Phanpy"
"Forretress" "Keldeo" "Whiscash"
"Rhyhorn" "Breloom" "Spinda"
"Combee" "Gastrodon" "Bellsprout"
"Magcargo" "Lapras" "Houndour"
"Swinub" "Crustle" "Bibarel"
"Luxray" "Melmetal" "Articuno"
"Darkrai" "Medicham" "Koffing"
"Genesect" "Shaymin" "Pelipper"
"Elekid" "Zebstrika" "Gulpin"
"Panpour" "Tympole" "Ferroseed"
"Seel" "Venusaur" "Heatmor"
"Excadrill" "Mismagius" "Aerodactyl"
"Mantyke" "Munchlax" "Elekid"
"Drifblim" "Stantler" "Trapinch"
"Krookodile" "Mankey" "Dugtrio"
"Jumpluff" "Dunsparce" "Mismagius"
"Swampert" "Mothim" "Keldeo"
"Chimchar" "Musharna" "Sentret"
"Dusclops" "Baltoy" "Buneary"
"Spinda" "Lunatone" "Landorus"
"Drifblim" "Vanillish" "Basculin"
"Eelektrik" "Cottonee" "Ponyta"
"Ditto" "Meditite" "Piplup"
"Snover" "Quilava" "Giratina"
"Rayquaza" "Magnezone" "Maractus"
"Zigzagoon" "Lampent" "Golduck"
"Wartortle" "Beldum" "Primeape"
"Luvdisc" "Zebstrika" "Zekrom"
"Tynamo" "Axew" "Seedot"
"Cascoon" "Darmanitan" "Regirock"
"Sandile" "Gyarados" "Steelix"
"Tynamo" "Kangaskhan" "Lickitung"
"Purugly" "Tyranitar" "Gulpin"
"Silcoon" "Swampert" "Tangrowth"
"Whimsicott" "Landorus" "Bulbasaur"
"Zigzagoon" "Wobbuffet" "Piloswine"
"Muk" "Gliscor" "Alakazam"
"Combusken" "Swalot" "Poliwhirl"
"Excadrill" "Abra" "Swellow"
"Masquerain" "Tynamo" "Woobat"
"Mew" "Bayleef" "Ninjask"
"Vanillish" "Abra" "Groudon"
"Pansage" "Uxie" "Kyurem"
"Golbat" "Ariados" "Latios"
"Dragonite" "Burmy" "Paras"
"Ferroseed" "Azurill" "Farfetch'd"
"Staraptor" "Porygon-Z" "Ampharos"
"Huntail" "Rhydon" "Walrein"
"Wooper" "Taillow" "Croagunk"
"Gligar" "Hoppip" "Snover"
"Drowzee" "Victini" "Timburr"
"Boldore" "Farfetch'd" "Raticate"
"Nidorino" "Wartortle" "Mudkip"
"Pidgeot" "Registeel" "Crustle"
"Walrein" "Seedot" "Mesprit"
"Arbok" "Cryogonal" "Bellsprout"
"Bronzor" "Froslass" "Duosion"
"Tirtouga" "Lotad" "Rapidash"
"Simipour" "Archen" "Shellder"
"Parasect" "Seedot" "Corphish"
"Blissey" "Silcoon" "Latias"
"Geodude" "Yamask" "Eelektrik"
"Seismitoad" "Starmie" "Basculin"
"Happiny" "Golduck" "Geodude"
"Gorebyss" "Swalot" "Beartic"
"Druddigon" "Stoutland" "Shedinja"
"Weedle" "Pidgey" "Girafarig"
"Crobat" "Elekid" "Kyogre"
"Vanilluxe" "Meowth" "Hoothoot"
"Mandibuzz" "Shinx" "Blissey"
"Venusaur" "Diglett" "Umbreon"
"Snover" "Carvanha" "Lillipup"
"Beautifly" "Armaldo" "Gligar"
"Abomasnow" "Zapdos" "Pidgey"
"Cherrim" "Yanmega" "Omastar"
"Finneon" "Duskull" "Geodude"
"Simisage" "Houndoom" "Kricketune"
"Luxio" "Carvanha" "Lucario"
"Omastar" "Ledian" "Chikorita"
"Shieldon" "Weedle" "Yamask"
"Sentret" "Elgyem" "Pidove"
"Wobbuffet" "Scyther" "Shieldon"
"Archen" "Honchkrow" "Lickilicky"
"Cascoon" "Chansey" "Cinccino"
"Darumaka" "Scizor" "Braviary"
"Armaldo" "Skuntank" "Corsola"
"Koffing" "Weavile" "Gulpin"
"Mantine" "Tyrogue" "Metang"
"Torchic" "Blitzle" "Riolu"
"Bonsly" "Gloom" "Gigalith"
"Gigalith" "Hippowdon" "Deoxys"
"Tyrogue" "Leavanny" "Fearow"
"Metang" "Nidoran♀" "Spinda"
"Aerodactyl" "Granbull" "Mamoswine"
"Snubbull" "Bayleef" "Cacturne"
"Butterfree" "Altaria" "Scrafty"
"Latios" "Chandelure" "Baltoy"
"Forretress" "Gastrodon" "Tynamo"
"Silcoon" "Serperior" "Pidgey"
"Swinub" "Lumineon" "Charmander"
"Basculin" "Cofagrigus" "Gastly"
"Girafarig" "Goldeen" "Lileep"
"Ampharos" "Tynamo" "Abomasnow"
"Golduck" "Maractus" "Palpitoad"
"Torterra" "Typhlosion" "Chandelure"
"Aipom" "Rufflet" "Weepinbell"
"Beldum" "Corphish" "Kingler"
"Shedinja" "Breloom" "Swoobat"
"Exeggutor" "Victreebel" "Barboach"
"Garbodor" "Boldore" "Xatu"
"Togetic" "Dugtrio" "Abra"
"Zigzagoon" "Aipom" "Meltan"
"Electrike" "Dugtrio" "Rayquaza"
"Swellow" "Kabutops" "Dewgong"
"Archeops" "Accelgor" "Bastiodon"
"Luxray" "Magcargo" "Spoink"
"Trapinch" "Jumpluff" "Baltoy"
"Skorupi" "Kabuto" "Wobbuffet"
"Lombre" "Registeel" "Gengar"
"Kirlia" "Jolteon" "Rayquaza"
"Marshtomp" "Raichu" "Latios"
"Heatran" "Bellsprout" "Whirlipede"
"Caterpie" "Slaking" "Zapdos"
"Victreebel" "Aggron" "Virizion"
"Tyranitar" "Pidove" "Scizor"
"Drifloon" "Golurk" "Lampent"
"Houndour" "Swalot" "Blitzle"
"Prinplup" "Victini" "Sunflora"
"Zorua" "Zubat" "Grovyle"
"Gigalith" "Typhlosion" "Poochyena"
"Tornadus" "Stunky" "Ralts"
"Kabuto" "Bulbasaur" "Bronzor"
"Gastly" "Wormadam" "Metapod"
"Deerling" "Hoothoot" "Garbodor"
"Cascoon" "Kricketune" "Silcoon"
"Crustle" "Happiny" "Wobbuffet"
"Marowak" "Claydol" "Armaldo"
"Buizel" "Graveler" "Poliwag"
"Dragonair" "Tropius" "Wartortle"
"Duosion" "Ariados" "Illumise"
"Numel" "Lugia" "Mandibuzz"
"Elgyem" "Scraggy" "Starmie"
"Whismur" "Tyranitar" "Deerling"
"Hitmonlee" "Mew" "Baltoy"
"Suicune" "Nosepass" "Rhyhorn"
"Cottonee" "Typhlosion" "Lanturn"
"Dwebble" "Skorupi" "Gorebyss"
"Tirtouga" "Weezing" "Rhydon"
"Noctowl" "Minun" "Electabuzz"
"Darumaka" "Parasect" "Gastrodon"
"Yanma" "Qwilfish" "Swalot"
"Woobat" "Gardevoir" "Butterfree"
"Metang" "Marshtomp" "Azelf"
"Mantyke" "Froslass" "Shellder"
"Tynamo" "Volcarona" "Swinub"
"Chimchar" "Drifblim" "Loudred"
"Drifloon" "Dewgong" "Granbull"
"Excadrill" "Drifloon" "Ho-Oh"
"Marshtomp" "Bidoof" "Beedrill"
"Kingler" "Mankey" "Abomasnow"
"Combee" "Golem" "Simisear"
"Dodrio" "Abra" "Rapidash"
"Magmar" "Wobbuffet" "Ursaring"
"Pidgey" "Pansear" "Luvdisc"
"Teddiursa" "Loudred" "Thundurus"
"Thundurus" "Togekiss" "Nidoking"
"Cresselia" "Slowpoke" "Skitty"
"Noctowl" "Gorebyss" "Butterfree"
"Machamp" "Escavalier" "Venipede"
"Unfezant" "Vanillish" "Mienfoo"
"Charmeleon" "Giratina" "Gallade"
"Gligar" "Tropius" "Slowpoke"
"Seismitoad" "Kyogre" "Pineco"
"Pignite" "Heatmor" "Cherrim"
"Starmie" "Staraptor" "Croconaw"
"Patrat" "Tentacool" "Klang"
"Wurmple" "Bulbasaur" "Hippowdon"
"Blaziken" "Gyarados" "Wurmple"
"Zorua" "Weepinbell" "Kingler"
"Slowking" "Raticate" "Makuhita"
"Staraptor" "Slugma" "Mothim"
"Simipour" "Dodrio" "Slowbro"
"Larvitar" "Lugia" "Piloswine"
"Grovyle" "Pansear" "Bronzor"
"Cradily" "Slowbro" "Corphish"
"Tepig" "Roggenrola" "Snorlax"
"Chansey" "Rattata" "Rapidash"
"Charizard" "Victini" "Lumineon"
"Serperior" "Bellsprout" "Mamoswine"
"Paras" "Chimecho" "Baltoy"
"Plusle" "Hitmonchan" "Darkrai"
"Ampharos" "Rhyperior" "Bibarel"
"Magmortar" "Metapod" "Gligar"
"Beartic" "Pansear" "Haunter"
"Numel" "Crobat" "Jellicent"
"Haxorus" "Ho-Oh" "Venusaur"
"Kakuna" "Claydol" "Totodile"
"Clefairy" "Escavalier" "Gligar"
"Cranidos" "Pichu" "Swampert"
"Baltoy" "Skitty" "Roggenrola"
"Krokorok" "Ferroseed" "Snubbull"
"Serperior" "Corsola" "Accelgor"
"Scrafty" "Shellder" "Kingdra"
"Scolipede" "Magneton" "Musharna"
"Weezing" "Pawniard" "Cyndaquil"
"Tropius" "Keldeo" "Bisharp"
"Diglett" "Girafarig" "Dwebble"
"Typhlosion" "Leafeon" "Seviper"
"Solrock" "Houndoom" "Deerling"
"Dodrio" "Swinub" "Altaria"
"Kadabra" "Kyogre" "Shelmet"
"Melmetal" "Floatzel" "Carnivine"
"Buneary" "Lanturn" "Regice"
"Treecko" "Emolga" "Regice"
"Dratini" "Raichu" "Kecleon"
"Manectric" "Starmie" "Azurill"
"Beedrill" "Roserade" "Blitzle"
"Graveler" "Throh" "Bellsprout"
"Wingull" "Mime Jr." "Scrafty"
"Uxie" "Zebstrika" "Haxorus"
"Shaymin" "Charizard" "Seismitoad"
"Regice" "Marshtomp" "Melmetal"
"Ursaring" "Snorlax" "Landorus"
"Palkia" "Gloom" "Klinklang"
"Cherrim" "Hariyama" "Cubchoo"
"Numel" "Mienshao" "Girafarig"
"Blitzle" "Carnivine" "Beartic"
"Purugly" "Cubone" "Wingull"
"Dusclops" "Pachirisu" "Unown"
"Moltres" "Clamperl" "Spinarak"
"Smoochum" "Jigglypuff" "Igglybuff"
"Horsea" "Froslass" "Minun"
"Primeape" "Rattata" "Swablu"
"Aggron" "Braviary" "Togekiss"
"Escavalier" "Mienfoo" "Riolu"
"Whismur" "Cacnea" "Miltank"
"Pidove" "Litwick" "Combusken"
"Haxorus" "Honchkrow" "Aron"
"Klinklang" "Totodile" "Oddish"
"Exeggutor" "Exeggcute" "Exeggutor"
"Wigglytuff" "Unown" "Seel"
"Gigalith" "Bastiodon" "Hoppip"
"Gligar" "Mesprit" "Jumpluff"
"Minun" "Escavalier" "Heatmor"
"Corsola" "Lombre" "Tirtouga"
"Melmetal" "Servine" "Pidgeot"
"Cubone" "Golem" "Deerling"
"Dewott" "Hypno" "Heatran"
"Staravia" "Weepinbell" "Sawk"
"Pignite" "Lumineon" "Rapidash"
"Swanna" "Sudowoodo" "Mewtwo"
"Ho-Oh" "Nidorino" "Stantler"
"Happiny" "Sandslash" "Snubbull"
"Buizel" "Unfezant" "Zebstrika"
"Scizor" "Whiscash" "Chansey"
"Pawniard" "Reshiram" "Wynaut"
"Sawsbuck" "Cherubi" "Shieldon"
"Milotic" "Tentacruel" "Linoone"
"Slakoth" "Zebstrika" "Donphan"
"Lilligant" "Mr. Mime" "Hitmonlee"
